MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
6731350,170641663,03/05/2017,03/05/2017,16:05:00,03/05/2017,16:05:00,307,,,211 THORNTON ST SW @ARTHUR J LANGFORD JR,0690,2399,,1,Eve,Sun,31,LARCENY-NON VEHICLE,Joyland,Y,-84.395650000000003,33.712919999999997
6731351,170641687,03/05/2017,03/05/2017,16:14:00,03/05/2017,16:16:00,611,,B,301 CANDLER RD SE,0410,1314,10,1,Eve,Sun,20,AGG ASSAULT,East Lake,O,-84.290819999999997,33.744219999999999
6731352,170641885,03/05/2017,03/05/2017,16:45:00,03/05/2017,17:45:00,213,,,1845 PIEDMONT AVE NE,0640,2305,,1,Eve,Sun,,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.366259999999997,33.806220000000003
6731353,170641887,03/05/2017,03/05/2017,17:30:00,03/05/2017,17:40:00,105,,,1594 EZRA CHURCH DR NW,0420,1315K,10,1,Eve,Sun,20,AGG ASSAULT,West Lake,J,-84.440340000000006,33.758119999999998
6731354,170641932,03/05/2017,03/04/2017,12:00:00,03/04/2017,18:00:00,607,,D,833 CONFEDERATE CT SE,0690,2399,,1,Eve,Sat,20,LARCENY-NON VEHICLE,Ormewood Park,W,-84.362030000000004,33.729170000000003
6731355,170642069,03/05/2017,03/05/2017,19:49:00,03/05/2017,21:00:00,109,,,3334 COLLIER CT NW,0640,2305,,2,Eve,Sun,20,LARCENY-FROM VEHICLE,Fairburn Heights,H,-84.496729999999999,33.767530000000001
6731356,170642091,03/05/2017,03/05/2017,18:30:00,03/05/2017,19:10:00,207,,,1784 PEACHTREE ST NW,0640,2305,,4,Eve,Sun,18,LARCENY-FROM VEHICLE,Ardmore,E,-84.393510000000006,33.803339999999999
6731357,170642102,03/05/2017,03/04/2017,11:00:00,03/04/2017,11:00:00,401,,,850 OAK STREET SW,0690,2399,,1,Day,Sat,99,LARCENY-NON VEHICLE,West End,T,-84.417349999999999,33.737940000000002
6731358,170642133,03/05/2017,03/05/2017,07:20:00,03/05/2017,19:29:00,206,,510,360 PHARR RD NE,0531,2202A,,1,Day,Sun,20,BURGLARY-RESIDENCE,Buckhead Village,B,-84.375879999999995,33.8371
6731359,170642162,03/05/2017,03/05/2017,19:43:00,03/05/2017,19:53:00,114,,,3354 COLLIER CT NW,0640,2305,,1,Eve,Sun,20,LARCENY-FROM VEHICLE,Fairburn Heights,H,-84.497339999999994,33.766959999999997
6731360,170642217,03/05/2017,03/05/2017,19:45:00,03/05/2017,20:10:00,105,,,1274 JOSEPH E BOONE BLVD NW,0331,1205,,1,Eve,Sun,23,ROBBERY-PEDESTRIAN,Hunter Hills,K,-84.429850000000002,33.76343
6731361,170642244,03/05/2017,03/05/2017,19:24:00,03/05/2017,19:24:00,607,,,1455 MORELAND AVE SE,0630,2303,,1,Eve,Sun,7,LARCENY-NON VEHICLE,Custer/McDonough/Guice,W,-84.350139999999996,33.714779999999998
6731362,170642282,03/05/2017,03/05/2017,15:00:00,03/05/2017,15:30:00,510,,,112 COURTLAND ST NE,0311,1204,,1,Eve,Sun,26,ROBBERY-PEDESTRIAN,Downtown,M,-84.384749999999997,33.757399999999997
6731363,170642362,03/05/2017,03/05/2017,20:35:00,03/05/2017,21:16:00,201,,,1284 WEST PACES FERRY RD NW,0640,2305,,3,Eve,Sun,18,LARCENY-FROM VEHICLE,West Paces Ferry/Northside,A,-84.428690000000003,33.848619999999997
6731364,170642382,03/05/2017,03/05/2017,21:24:00,03/05/2017,21:24:00,409,,118,2900 LANDRUM DR SW,0670,2308,,1,Eve,Sun,20,LARCENY-NON VEHICLE,Southwest,R,-84.483720000000005,33.706229999999998
6731365,170642437,03/05/2017,03/03/2017,10:00:00,03/05/2017,22:07:00,507,,D-12,440 MARKHAM ST SW,0521,2204,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Castleberry Hill,M,-84.401790000000005,33.752760000000002
6731366,170642491,03/05/2017,03/05/2017,19:00:00,03/05/2017,19:00:00,605,,,239 GRANT ST SE,0640,2305,,2,Eve,Sun,13,LARCENY-FROM VEHICLE,Oakland,W,-84.376729999999995,33.747979999999998
6731367,170642496,03/05/2017,03/05/2017,22:00:00,03/05/2017,23:00:00,211,,,820 SIDNEY MARCUS BLVD NE,0640,2305,,0,Eve,Sun,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.361130000000003,33.825699999999998
6731368,170642570,03/06/2017,03/05/2017,20:00:00,03/05/2017,23:00:00,407,,,3424 MARTIN L KING JR DR SW @ADAMSVILLE-COLLIER H,0640,2305,,2,Eve,Sun,18,LARCENY-FROM VEHICLE,Adamsville,H,-84.500140000000002,33.755029999999998
6731369,170650021,03/06/2017,03/05/2017,12:00:00,03/06/2017,00:00:00,410,,T102,1999 BENT CREEK WAY SW,0511,2202,,1,Eve,Sun,26,BURGLARY-RESIDENCE,Campbellton Road,R,-84.465739999999997,33.700870000000002
6731370,170650024,03/06/2017,03/05/2017,21:20:00,03/06/2017,00:08:00,414,,,3760 PRINCETON LAKES PKWY SW,0710,2404,,1,Eve,Sun,,AUTO THEFT,Princeton Lakes,P,-84.510509999999996,33.658059999999999
6731371,170650030,03/06/2017,03/05/2017,15:00:00,03/06/2017,00:30:00,501,,,349 14TH ST NW,0640,2305,,1,Eve,Sun,18,LARCENY-FROM VEHICLE,Home Park,E,-84.39837,33.786369999999998
6731372,170650102,03/06/2017,03/05/2017,22:30:00,03/06/2017,00:30:00,312,,A12,2786 OLD HAPEVILLE RD SW,0511,2202,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.393270000000001,33.679040000000001
6731373,170650294,03/06/2017,03/05/2017,22:00:00,03/06/2017,02:24:00,108,,,2190 VERBENA ST NW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Dixie Hills,J,-84.460130000000007,33.754779999999997
6731374,170650313,03/06/2017,03/06/2017,00:45:00,03/06/2017,02:35:00,606,,,1136 HAWTHORNE ST NE,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Reynoldstown,N,-84.349990000000005,33.754480000000001
6731375,170650338,03/06/2017,03/06/2017,02:37:00,03/06/2017,02:47:00,503,,,1130 PIEDMONT AVE NE,0650,2304,,4,Morn,Mon,18,LARCENY-FROM VEHICLE,Midtown,E,-84.378410000000002,33.785609999999998
6731376,170650346,03/06/2017,02/13/2017,00:00:00,03/06/2017,02:55:00,307,,113,1483 ARTHUR LANGFORD JR PL SW,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Joyland,Y,-84.397890000000004,33.710970000000003
6731377,170650429,03/06/2017,03/05/2017,19:00:00,03/06/2017,03:48:00,607,,A,749 MORELAND AVE SE,0512,2203,,1,Morn,Sun,24,BURGLARY-NONRES,Ormewood Park,W,-84.349419999999995,33.733930000000001
6731378,170650433,03/06/2017,03/05/2017,19:00:00,03/06/2017,03:50:00,607,,,749 MORELAND AVE SE,0512,2203,,1,Morn,Sun,24,BURGLARY-NONRES,Ormewood Park,W,-84.349419999999995,33.733930000000001
6731379,170650455,03/06/2017,03/06/2017,03:59:00,03/06/2017,03:59:00,606,,,924 GARRETT ST SE,0512,2203,,2,Morn,Mon,24,BURGLARY-NONRES,Ormewood Park,W,-84.358050000000006,33.740659999999998
6731380,170650483,03/06/2017,03/06/2017,00:00:00,03/06/2017,04:15:00,112,,226,2748 DONALD LEE HOLLOWELL PKWY NW,0511,2202,,1,Morn,Mon,26,BURGLARY-RESIDENCE,Collier Heights,I,-84.477189999999993,33.777700000000003
6731381,170650616,03/06/2017,03/06/2017,05:48:00,03/06/2017,05:51:00,111,,,3354 DELMAR LN NW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Adamsville,H,-84.497649999999993,33.75638
6731382,170650732,03/06/2017,03/05/2017,21:00:00,03/06/2017,05:00:00,603,,205,421 BOULEVARD NE,0710,2404,,1,Morn,Mon,13,AUTO THEFT,Old Fourth Ward,M,-84.37182,33.765819999999998
6731383,170650793,03/06/2017,03/06/2017,07:30:00,03/06/2017,07:40:00,207,,,1545 NORTHSIDE DR NW;,0410,1314,10,1,Day,Mon,23,AGG ASSAULT,Loring Heights,E,-84.407730000000001,33.79757
6731384,170650873,03/06/2017,03/05/2017,23:00:00,03/06/2017,06:00:00,606,,,1105 BOULEVARD DR SE,0640,2305,,1,Morn,Mon,13,LARCENY-FROM VEHICLE,Reynoldstown,N,-84.350890000000007,33.75338
6731385,170650885,03/06/2017,03/05/2017,18:00:00,03/06/2017,08:19:00,206,,,3151 MAPLE DR NE,0512,2203,10,1,Morn,Mon,,BURGLARY-NONRES,Buckhead Village,B,-84.371769999999998,33.841410000000003
6731386,170650889,03/06/2017,03/05/2017,11:00:00,03/06/2017,08:20:00,609,,,1365 MEMORIAL DR SE,0710,2404,,1,Unk,Sun,13,AUTO THEFT,Edgewood,O,-84.340789999999998,33.747459999999997
6731387,170650962,03/06/2017,03/06/2017,04:00:00,03/06/2017,04:30:00,109,,,852 CAPITOL VIEW AVE NW,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Center Hill,J,-84.467029999999994,33.778100000000002
6731388,170651037,02/28/2017,02/28/2017,09:19:00,02/28/2017,09:19:00,306,,,1081 ESTES DR SW,0640,2305,30,1,Day,Tue,13,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.424800000000005,33.698700000000002
6731389,170651063,03/06/2017,03/03/2016,14:00:00,03/06/2017,09:28:00,305,,,17 BROWN AVE SE,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,South Atlanta,Y,-84.387690000000006,33.713479999999997
6731390,170651079,03/06/2017,03/06/2017,09:35:00,03/06/2017,09:36:00,603,,,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,0630,2303,10,1,Day,Mon,12,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.380229999999997,33.770670000000003
6731391,170651136,03/06/2017,03/05/2017,20:00:00,03/06/2017,10:00:00,603,,,350 RALPH MCGILL BLVD NE,0640,2305,,2,Morn,Mon,18,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.376009999999994,33.764130000000002
6731392,170651161,03/06/2017,02/11/2017,13:00:00,02/11/2017,13:40:00,110,,,829 HOLLYWOOD RD NW,0670,2308,20,1,Day,Sat,99,LARCENY-NON VEHICLE,Grove Park,J,-84.451329999999999,33.777720000000002
6731393,170651164,03/06/2017,03/04/2017,09:40:00,03/04/2017,10:35:00,111,,,3201 MARTIN LUTHER KING JR DR SW,0670,2308,,1,Day,Sat,11,LARCENY-NON VEHICLE,,I,-84.491650000000007,33.754280000000001
6731394,170651215,03/06/2017,03/06/2017,03:00:00,03/06/2017,10:27:00,610,,,270 E SIDE AVE SE,0640,2305,,1,Morn,Mon,20,LARCENY-FROM VEHICLE,Kirkwood,O,-84.339510000000004,33.746040000000001
6731395,170651271,03/06/2017,03/06/2017,10:41:00,03/06/2017,10:46:00,211,,,2625 PIEDMONT RD NE,0630,2303,10,1,Day,Mon,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.365319999999997,33.827419999999996
6731396,170651277,03/06/2017,03/06/2017,10:47:00,03/06/2017,10:47:00,308,,,1824 GODDARD ST SE,0650,2304,,1,Day,Mon,20,LARCENY-FROM VEHICLE,Thomasville Heights,Z,-84.355800000000002,33.702590000000001
6731397,170651285,03/06/2017,03/05/2017,11:00:00,03/05/2017,23:00:00,104,,,1350 THURGOOD ST SW,0521,2204,,1,Eve,Sun,20,BURGLARY-RESIDENCE,Mozley Park,K,-84.431759999999997,33.752719999999997
6731398,170651286,03/06/2017,03/06/2017,10:50:00,03/06/2017,10:50:00,509,,,235 PEACHTREE ST NE @ATL GAS LIGHT TOWER,0630,2303,10,1,Day,Mon,9,LARCENY-NON VEHICLE,Downtown,M,-84.387020000000007,33.760440000000003
6731399,170651323,03/06/2017,03/05/2017,20:30:00,03/05/2017,21:00:00,407,,,320 FAIRBURN RD SW @CENTRAL METHODIST,0620,2302,,1,Eve,Sun,,LARCENY-NON VEHICLE,Fairburn Mays,H,-84.507050000000007,33.744370000000004
6731400,170651484,03/06/2017,03/05/2017,17:30:00,03/06/2017,09:15:00,607,,,1055 BERNE ST SE,0710,2404,20,1,Morn,Mon,20,AUTO THEFT,Ormewood Park,W,-84.352890000000002,33.73601
6731401,170651639,03/13/2017,03/06/2017,13:00:00,03/06/2017,13:30:00,105,,,1218 JOSEPH E BOONE BLVD NW,0410,1314,,1,Day,Mon,17,AGG ASSAULT,Hunter Hills,K,-84.427480000000003,33.763240000000003
6731402,170651664,03/06/2017,03/04/2017,02:54:00,03/04/2017,03:00:00,502,,,222 14TH ST NE,0690,2310,,1,Morn,Sat,26,LARCENY-NON VEHICLE,Midtown,E,-84.380549999999999,33.787280000000003
6731403,170651704,03/06/2017,03/06/2017,06:00:00,03/06/2017,14:00:00,605,,,300 MARTIN L KING JR DR SE,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Oakland,W,-84.378749999999997,33.74803
6731404,170651755,03/06/2017,03/03/2017,18:00:00,03/06/2017,13:00:00,609,,,156 FLORA AVE NE,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Edgewood,O,-84.343919999999997,33.758240000000001
6731405,170651758,03/06/2017,02/28/2017,12:00:00,03/06/2017,14:33:00,308,,,919 NATHAM DR SE,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Rebel Valley Forest,Z,-84.359579999999994,33.68956
6731406,170651776,03/06/2017,03/03/2017,16:00:00,03/06/2017,14:30:00,103,,,750 JETT ST NW,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,English Avenue,L,-84.411919999999995,33.767130000000002
6731407,170651786,03/06/2017,03/06/2017,09:00:00,03/06/2017,14:52:00,413,,,2222 DORAL CT SW,0511,2202,20,1,Day,Mon,20,BURGLARY-RESIDENCE,Fairway Acres,P,-84.537450000000007,33.687640000000002
6731408,170651787,03/06/2017,03/06/2017,10:00:00,03/06/2017,14:30:00,501,,,1099 NORTHSIDE DR NW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Home Park,E,-84.4071,33.784469999999999
6731409,170651894,03/06/2017,03/06/2017,15:20:00,03/06/2017,15:46:00,303,,,288 RALPH D ABERNATHY BLVD SW,0640,2305,,1,Eve,Mon,12,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.39743,33.73659
6731410,170651899,03/06/2017,03/03/2017,19:30:00,03/04/2017,09:00:00,209,,,4309 GLENGARY DR NE,0210,1103,20,1,Morn,Sat,20,RAPE,North Buckhead,B,-84.362080000000006,33.872340000000001
6731411,170651992,03/06/2017,03/06/2017,15:00:00,03/06/2017,16:00:00,508,,,100 PEACHTREE ST NW @ STARBUCKS,0670,2308,,1,Eve,Mon,24,LARCENY-NON VEHICLE,Downtown,M,-84.388599999999997,33.75685
6731412,170652015,03/06/2017,03/04/2017,23:00:00,03/06/2017,15:45:00,407,,,127 CANDLELIGHT LN SW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Baker Hills,H,-84.519549999999995,33.757739999999998
6731413,170652047,03/06/2017,03/05/2017,22:00:00,03/06/2017,16:00:00,201,,Q7,2453 CORONET WAY NW,0511,2202,,1,Unk,Mon,26,BURGLARY-RESIDENCE,,C,-84.449579999999997,33.820900000000002
6731414,170652123,03/06/2017,02/17/2017,15:30:00,02/17/2017,16:30:00,605,,,828 COMMONWEALTH AVE SE,0640,2305,,1,Eve,Fri,20,LARCENY-FROM VEHICLE,Grant Park,W,-84.363119999999995,33.729700000000001
6731415,170652137,03/06/2017,03/04/2017,12:00:00,03/06/2017,08:00:00,309,,,2265 METROPOLITAN PKWY SW,0690,2399,,1,Unk,Unk,99,LARCENY-NON VEHICLE,Perkerson,X,-84.408789999999996,33.69294
6731416,170652223,03/06/2017,03/06/2017,09:30:00,03/06/2017,17:30:00,205,,3404,914 COLLIER RD NW,0511,2202,,2,Day,Mon,26,BURGLARY-RESIDENCE,Wildwood (NPU-C),C,-84.41695,33.809780000000003
6731417,170652266,03/06/2017,03/06/2017,05:00:00,03/06/2017,17:00:00,408,,,1480 OLIVE ST SW,0511,2202,20,1,Day,Mon,20,BURGLARY-RESIDENCE,Venetian Hills,S,-84.431089999999998,33.71472
6731418,170652284,03/06/2017,03/06/2017,16:30:00,03/06/2017,17:30:00,401,,,850 OAK ST SW @WESTEND MALL,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,West End,T,-84.416709999999995,33.74053
6731419,170652400,03/06/2017,03/06/2017,18:05:00,03/06/2017,18:15:00,110,,,3393 PEACHTREE RD NE,0630,2303,,1,Eve,Mon,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
6731420,170652437,03/06/2017,03/06/2017,12:00:00,03/06/2017,18:43:00,607,,,700 MCDONOUGH BLVD SE,0710,2404,,1,Eve,Mon,18,AUTO THEFT,Benteen Park,W,-84.364270000000005,33.712350000000001
6731421,170652440,03/06/2017,03/05/2017,18:00:00,03/06/2017,07:30:00,113,,,1625 JACKSON WAY NW,0640,2305,,1,Morn,Mon,,LARCENY-FROM VEHICLE,Lincoln Homes,G,-84.475589999999997,33.798400000000001
6731422,170652448,03/06/2017,03/06/2017,12:00:00,03/06/2017,12:01:00,112,,,884 KINGS GRANT DR NW,0640,2305,,1,Day,Mon,20,LARCENY-FROM VEHICLE,Collier Heights,I,-84.482230000000001,33.778199999999998
6731423,170652478,03/06/2017,03/06/2017,17:20:00,03/06/2017,18:57:00,210,,,3535 PEACHTREE RD NE @TARGET - PEACHTREE,0670,2308,,1,Eve,Mon,99,LARCENY-NON VEHICLE,Lenox,B,-84.359499999999997,33.851819999999996
6731424,170652603,03/06/2017,03/06/2017,19:40:00,03/06/2017,19:40:00,605,,,890 BOULEVARD SE,0620,2302,,1,Eve,Mon,13,LARCENY-NON VEHICLE,Grant Park,W,-84.367829999999998,33.73001
6731425,170652629,03/06/2017,03/06/2017,15:30:00,03/06/2017,19:40:00,502,,,500 10TH ST NE @BELTLINE BUSINESS,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,,E,-84.369219999999999,33.782229999999998
6731426,170652635,03/06/2017,03/06/2017,06:00:00,03/06/2017,20:00:00,205,,3401,914 COLLIER RD NW,0511,2202,,1,Day,Mon,26,BURGLARY-RESIDENCE,Wildwood (NPU-C),C,-84.41695,33.809780000000003
6731427,170652704,03/06/2017,03/06/2017,00:00:00,03/06/2017,01:00:00,505,,,239 PONCE DE LEON AVE NE @WHITE DOT,0640,2305,,1,Morn,Mon,3,LARCENY-FROM VEHICLE,Midtown,E,-84.379519999999999,33.772500000000001
6731428,170652751,03/06/2017,03/06/2017,00:30:00,03/06/2017,00:46:00,413,,,2341 DANIEL RD SW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Fairburn,P,-84.518529999999998,33.69106
6731429,170652758,03/06/2017,03/06/2017,20:54:00,03/06/2017,20:54:00,502,,,1521 PEACHTREE ST NE,0710,2404,10,2,Eve,Mon,12,AUTO THEFT,Midtown,E,-84.387450000000001,33.79607
6731430,170652771,03/06/2017,03/06/2017,21:00:00,03/06/2017,21:00:00,110,,,1772 MARY GEORGE AVE NW,0640,2305,,3,Eve,Mon,,LARCENY-FROM VEHICLE,Scotts Crossing,G,-84.466089999999994,33.803919999999998
6731431,170652784,03/06/2017,03/05/2017,23:00:00,03/06/2017,09:00:00,203,,,1222 AALTO MAIN NW,0670,2308,,1,Morn,Mon,20,LARCENY-NON VEHICLE,Blandtown,D,-84.428799999999995,33.791829999999997
6731432,170652824,03/06/2017,03/06/2017,21:00:00,03/06/2017,21:01:00,112,,,2990 COLLIER DR NW,0710,2404,,1,Eve,Mon,20,AUTO THEFT,Collier Heights,I,-84.484750000000005,33.762520000000002
6731433,170652894,03/07/2017,03/06/2017,22:03:00,03/06/2017,23:58:00,107,,,2025 NORTH AVE,0410,1314,10,1,Morn,Mon,20,AGG ASSAULT,Grove Park,J,-84.454310000000007,33.76885
6731434,170652895,03/06/2017,03/05/2017,17:00:00,03/05/2017,19:30:00,107,,,851 N EUGENIA PL NW,0210,1103,,1,Eve,Sun,,RAPE,Grove Park,J,-84.452920000000006,33.777909999999999
6731435,170652917,03/06/2017,03/06/2017,22:15:00,03/06/2017,22:30:00,312,,,164 MOUNT ZION RD SW,0311,1212,,2,Eve,Mon,20,ROBBERY-PEDESTRIAN,Glenrose Heights,Z,-84.395390000000006,33.672669999999997
6731436,170652938,03/06/2017,03/06/2017,22:40:00,03/06/2017,22:40:00,209,,,3630 PEACHTREE RD NE,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,North Buckhead,B,-84.358599999999996,33.854709999999997
6731437,170653006,03/06/2017,03/06/2017,19:30:00,03/06/2017,23:30:00,203,,,1635 MARIETTA RD NW,0710,2404,,1,Eve,Mon,18,AUTO THEFT,Hills Park,D,-84.440830000000005,33.797730000000001
6731438,170653024,03/06/2017,03/06/2017,23:41:00,03/06/2017,23:42:00,203,,,2018 BOLTON RD NW,0630,2303,,1,Morn,Mon,23,LARCENY-NON VEHICLE,Whittier Mill Village,D,-84.477029999999999,33.811160000000001
6731439,170653049,03/06/2017,03/06/2017,23:00:00,03/06/2017,23:54:00,309,,,766 YALE PL SW,0420,1315K,,1,Morn,Mon,20,AGG ASSAULT,Perkerson,X,-84.413749999999993,33.69115
6731440,170658018,03/06/2017,02/27/2017,18:10:00,03/01/2017,15:00:00,701,,,1000 TOFFIE TER,0690,2399,,1,Unk,Unk,1,LARCENY-NON VEHICLE,,,-84.429190000000006,33.6554
6731441,170658025,03/06/2017,03/04/2017,10:21:00,03/06/2017,12:30:00,705,,,6011 N TERMINAL BYWY,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,,,-84.447559999999996,33.642159999999997
6731442,170658026,03/06/2017,03/01/2017,18:20:00,03/01/2017,18:40:00,703,,,6000 N TERMINAL PKWY SW,0690,2399,,1,Eve,Wed,1,LARCENY-NON VEHICLE,,,-84.447699999999998,33.641840000000002
6731443,170660151,03/07/2017,03/07/2017,01:00:00,03/07/2017,02:50:00,407,,1603,415 FAIRBURN RD SW,0410,1314,30,1,Morn,Tue,,AGG ASSAULT,Fairburn Mays,H,-84.509680000000003,33.743490000000001
6731444,170660194,03/07/2017,03/07/2017,01:15:00,03/07/2017,01:20:00,114,APT,N10,3781 MARTIN L KING JR DR NW,0410,1313,20,1,Morn,Tue,26,AGG ASSAULT,Old Gordon,H,-84.512050000000002,33.767189999999999
6731445,170660237,03/07/2017,03/07/2017,01:30:00,03/07/2017,01:39:00,509,,,140 PINE ST NE @SAVANNAH SUITES,0341,1206,,1,Morn,Tue,13,ROBBERY-PEDESTRIAN,Downtown,M,-84.38297,33.767800000000001
6731446,170660297,03/07/2017,03/07/2017,02:00:00,03/07/2017,02:10:00,407,,K9,320 FAIRBURN RD SW,0430,1315,,1,Morn,Tue,26,AGG ASSAULT,Fairburn Mays,H,-84.508579999999995,33.745100000000001
6731447,170660486,03/07/2017,03/07/2017,03:20:00,03/07/2017,03:52:00,109,,,2509 DONALD LEE HOLLOWELL PKWY NW,0710,2404,,1,Morn,Tue,18,AUTO THEFT,Center Hill,J,-84.467690000000005,33.7759
6731448,170660620,03/07/2017,03/07/2017,05:10:00,03/07/2017,05:20:00,401,,,1355 RALPH D ABERNATHY BLVD SW,0630,2303,,1,Morn,Tue,,LARCENY-NON VEHICLE,West End,T,-84.432029999999997,33.739400000000003
6731449,170660677,03/07/2017,03/06/2017,22:05:00,03/07/2017,06:00:00,112,,,774 LAVERNE DR NW,0710,2404,,1,Morn,Tue,20,AUTO THEFT,Collier Heights,I,-84.488100000000003,33.775849999999998
6731450,170660774,03/07/2017,03/06/2017,09:00:00,03/06/2017,09:00:00,211,,,2470 CAMELLIA LN NE,0640,2305,,1,Day,Mon,20,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.371229999999997,33.823459999999997
6731451,170660799,03/07/2017,03/06/2017,17:00:00,03/07/2017,06:00:00,310,,17C,532 CLEVELAND AVE SE,0670,2308,,1,Morn,Mon,26,LARCENY-NON VEHICLE,Browns Mill Park,Z,-84.367750000000001,33.680590000000002
6731452,170660850,03/07/2017,03/06/2017,16:00:00,03/07/2017,07:00:00,309,,,2131 PERKERSON RD SW,0720,2424,,1,Morn,Mon,13,AUTO THEFT,Perkerson,X,-84.412880000000001,33.696159999999999
6731453,170660903,03/07/2017,03/06/2017,20:30:00,03/07/2017,08:28:00,605,,912,380 MARTIN ST SE,0640,2305,,1,Morn,Tue,,LARCENY-FROM VEHICLE,Capitol Gateway,V,-84.383719999999997,33.744450000000001
6731454,170660921,03/07/2017,03/07/2017,08:29:00,03/07/2017,08:39:00,107,,,2056 ARLINGTON CIR NW,0410,1314,,1,Day,Tue,20,AGG ASSAULT,Grove Park,J,-84.454920000000001,33.770899999999997
6731455,170660937,03/07/2017,03/06/2017,09:37:00,03/07/2017,08:40:00,309,,,2420 METROPOLITAN PKWY SW,0512,2203,,1,Unk,Mon,99,BURGLARY-NONRES,Perkerson,X,-84.407439999999994,33.688699999999997
6731456,170660960,03/07/2017,03/07/2017,08:40:00,03/07/2017,09:10:00,108,,A-6,156 FAIRFIELD PL NW,0410,1314,10,1,Day,Tue,13,AGG ASSAULT,Dixie Hills,J,-84.463250000000002,33.758279999999999
6731457,170661047,03/07/2017,03/06/2017,22:20:00,03/07/2017,09:00:00,213,,D,1510 PIEDMONT AVE NE,0522,2205,,1,Morn,Tue,8,BURGLARY-NONRES,Piedmont Heights,F,-84.370000000000005,33.796190000000003
6731458,170661102,03/07/2017,03/07/2017,04:20:00,03/07/2017,05:27:00,209,,5104,700 PHIPPS BLVD NE,0710,2404,10,1,Morn,Tue,18,AUTO THEFT,North Buckhead,B,-84.362430000000003,33.855820000000001
6731459,170661113,03/07/2017,03/04/2017,13:00:00,03/07/2017,11:30:00,210,,D109,3200 LENOX RD NE,0640,2305,,1,Unk,Unk,18,LARCENY-FROM VEHICLE,Pine Hills,B,-84.358249999999998,33.842930000000003
6731460,170661243,03/07/2017,03/05/2017,14:00:00,03/07/2017,11:30:00,212,,3211,2115 PIEDMONT RD NE,0640,2305,,1,Unk,Unk,20,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.366590000000002,33.812739999999998
6731461,170661317,03/07/2017,03/04/2017,00:30:00,03/07/2017,11:00:00,313,,,3670 FORREST PARK RD SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,South River Gardens,Z,-84.356080000000006,33.6541
6731462,170661348,03/07/2017,03/06/2017,21:00:00,03/07/2017,09:00:00,410,,2,1871 PLAZA LN SW,0710,2404,,1,Morn,Tue,26,AUTO THEFT,Campbellton Road,R,-84.453360000000004,33.705179999999999
6731463,170661399,03/07/2017,03/07/2017,09:50:00,03/07/2017,11:30:00,301,,,1102 SYLVAN RD SW,0640,2305,,1,Day,Tue,,LARCENY-FROM VEHICLE,Oakland City,S,-84.417850000000001,33.724760000000003
6731464,170661537,03/07/2017,03/07/2017,12:54:00,03/07/2017,13:00:00,210,,,3393 PEACHTREE RD NE,0630,2303,10,1,Day,Tue,24,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
6731465,170661554,03/07/2017,03/07/2017,08:00:00,03/07/2017,13:07:00,403,,,1338 GRAYMONT DR SW,0690,2399,,1,Day,Tue,20,LARCENY-NON VEHICLE,Venetian Hills,S,-84.436250000000001,33.718020000000003
